text,text_clean,sentimen,emosi,created_at,uid,uniqueId,videoWebUrl,cid,avatarThumbnail
Pro or kontra?,pro or kontra,netral,netral,2025-01-08 15:16:10+00:00,7349333102131233798,sebatas2penggemar6,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457563665715217160,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9816d1a86550512eb1fde7b131b98e70~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=aef1b616&x-expires=1746172800&x-signature=w3eVo0HOejxVFvep7pzc9y%2B%2FuTU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
perkenalan pemain baru kah?,kenal main baru kah,netral,netral,2025-01-08 11:36:00+00:00,6907825680378102786,user1711200330021171,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457506986016539410,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8fc33f5c360b5a0525c245ac221fdb8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2e64b184&x-expires=1746172800&x-signature=3zf8Rx7hhkA%2BkI%2FZzGp%2BEzSMroE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kembalikan Sty kami,kembali sty,netral,netral,2025-03-20 09:58:58+00:00,7403579999787271184,muhammadtegar719,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7483828971625956117,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f91a7dddad3aa7dac949ee9f716f75ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2fda7edc&x-expires=1746172800&x-signature=HDYuKnyVnX0dL8YKJxzHdlqYVHw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kembalikan STY,kembali sty,netral,netral,2025-03-21 03:41:40+00:00,7274803417100600326,vario_putih7,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484102808364303111,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/182d979a8987aae2a3a52f6ce2ff80e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=65d6f13d&x-expires=1746172800&x-signature=Ai619i4Rfg%2BM1y7oqBCafaU%2Ft1o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
gajelas,gajelas,netral,netral,2025-01-10 10:40:43+00:00,6548758667034017794,syakiiillaaa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458234809035784965,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c70bf8d33823c6ad5179eae3b39b4533~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4654ae76&x-expires=1746172800&x-signature=qw7QtFWdXdjafLi6cAVNRJMEPGI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😁,,netral,netral,2025-01-10 04:14:25+00:00,7364415606769124358,reyhanaprilino,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458135334321505044,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e10ae09ae69d3ea9f9104d3e496b5acd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a2f3c29&x-expires=1746172800&x-signature=6qI8ndM7o%2Foax5xdm1ydV3G35MY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
KEMBALIKAN STY,kembali sty,netral,netral,2025-01-08 14:09:39+00:00,7109498095724971010,mentalita01,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457546578354930450,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4ac68f620ca96259415cf2b67a73c0c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e08243ce&x-expires=1746172800&x-signature=kV9C4bO7r2pQUmsNWMmLiVorVi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
Fomo,fomo,negatif,netral,2025-03-21 10:40:04+00:00,7263782433739736070,sweet.ayr,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484210534163694342,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/56e7760cfb65d707b4f590c1feb4eced~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e732d4d&x-expires=1746172800&x-signature=6CDXWqyUjrVprSZzpJ9Ck1%2BW3Bo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
striker Indonesia kan yah mana pelatih nya kok isinya video pemain,striker indonesia yah mana latih isi video main,netral,netral,2025-01-08 13:21:41+00:00,6708422950419219457,ndridnt,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457534171926430469,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/456afa0d676a0ff7aab76f6c37d64071~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ae9ba942&x-expires=1746172800&x-signature=g0k9kmJ200XRccbqb%2FGsX2NSHNo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
mending van versi aj jadi pelatihnya 🤣🤣,mending van versi aj latih,negatif,netral,2025-01-08 11:19:19+00:00,6769613954476229633,sandikurniawan19,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457502647538254593,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1f9f7c0369ef45c36165c5aee713b42a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8695f031&x-expires=1746176400&x-signature=34UqtgpgV63XM%2F1BRzQqReo2fPo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Liat komen kebanyakan hujatan
Harusnya kita dukung, lagi pula gamungkin pssi asal ngambil pelatih
pasti semua udh di pertimbangkan",liat komen banyak hujat harus dukung lagi pula gamungkin pssi asal ngambil latih pasti udh timbang,netral,netral,2025-01-08 13:08:16+00:00,6878286527399822338,keppodh,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457530727271514887,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7330696816561750017~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=354b73c7&x-expires=1746172800&x-signature=UPGrBH1UGt8uusnlpCrYc9l5Gco%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
ngga ga mauuuu plis sty ajaaa yang naik pangkat keee🥺🥺,mauuuu plis sty ajaaa naik pangkat keee,netral,netral,2025-01-10 04:21:29+00:00,7078628805653103642,yiyii256,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458137154075542290,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/df4c2f2cfe5429d44143a093ded3503b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a50148ae&x-expires=1746172800&x-signature=VmzlXSuNEsx%2BlRwF2IJrc8iWbYk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
BALIKIN STY BALIKINNNN NGGAKK!!,balikin sty balikinnnn nggakk,negatif,netral,2025-01-08 12:10:41+00:00,7089977910907487237,fch1206,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457507169517945607,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7d54aaed9c409de1ce453c50742ea15b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=911943d0&x-expires=1746176400&x-signature=9%2F7Fc2YTzruoClY7kwBZc5CGqWo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"silahkan tertawa Coach STY, kami Rinduh senyumanmu
Lapor Coach STY. 5-0
#RespectCoachSTY🫡",silah tertawa coach sty rinduh senyum lapor coach sty respectcoachsty,netral,bahagia,2025-03-20 12:26:16+00:00,6788428227641050114,kokolumowa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7483866866092851973,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9766d5df2cbb3f15f15ee1991d14557d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=610f343b&x-expires=1746172800&x-signature=3KIT1%2BROdRVeiSBgCa%2FHgx9%2FnQU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
mantan pemain bukan mantan pelatih berprestasi 🗿,mantan main bukan mantan latih prestasi,netral,netral,2025-01-08 13:54:04+00:00,7072702134931784706,reyz_020,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457542532530291463,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/53c634a1d7525f3aa1c01d1815198298~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8b8e6b01&x-expires=1746172800&x-signature=VNsVvKYeG8%2FqaWLQdHl01KVpf5A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
sipp mantap bang gak kek orang orang pada ngeremehin 😹,sipp mantap bang kek orang orang ngeremehin,positif,terkejut,2025-01-08 08:39:36+00:00,6943599112592884737,needforzynn,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457461512249459463,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e6627cfb73c9d9c41e240c20f675d226~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=45a28509&x-expires=1746172800&x-signature=ev9j4GiOx2pWRvG7tl0a8XX3%2B4k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
mainin emil,mainin emil,netral,netral,2025-03-26 07:59:40+00:00,7285007853163676678,mohd.hafiz593,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7486024714303095559,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d281b3eb86d93c70a23347305d1469a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eaa06b0b&x-expires=1746172800&x-signature=I87j0whTg1z5Ee9VJEORidUhYcA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
lebih mantep sty,mantep sty,netral,netral,2025-01-09 08:12:26+00:00,7304191849245000709,alfaizan430,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457825586422301447,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/14c66dea8d7fd314437ceffe26ea7de6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=95732f13&x-expires=1746172800&x-signature=qbpqdzN5ilo7BM%2B6C2%2FsMw6ZYOg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
katanya cuma preng,kata cuma preng,netral,netral,2025-01-10 07:45:33+00:00,7385327725004964865,dyah4434,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458189640093467398,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c916a0a824dc5f2396a2932997b17472~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a33be200&x-expires=1746172800&x-signature=0A33jFIKYx%2BRx43eezU1qGZcTj8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
yakin pakai orang ini lihat dulu kasusnya,yakin pakai orang lihat dulu kasus,netral,netral,2025-01-09 13:00:21+00:00,7281901927632700422,danznew,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457899758766932742,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e2aa0d260546c12ea9282ff6d1ac105e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5f3e9e1c&x-expires=1746172800&x-signature=E0usLr2qIJa6zVtV9vjTniKlobk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
Pokok e kudu iso menang terus,pokok e kudu iso menang terus,positif,netral,2025-01-08 10:45:54+00:00,6879060017439097858,rizzcky7,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457494066595627783,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4b365d27630c74e439b28f52dbc57af6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e112f054&x-expires=1746176400&x-signature=YykYbK5d%2F9D8cNXZ9K7DPn6ADCs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
baru kali ini penyambutan pelatih baru tp penuh hujatan.. segth nya kah pelatih ini ??🤣,baru kali sambut latih baru penuh hujat segth kah latih,netral,netral,2025-01-08 14:33:04+00:00,7018280898161591298,lamine.yamall_18,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457539501025346310,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/025471d76c860c0b1afaf4ff21cbed4a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1008a3f0&x-expires=1746172800&x-signature=%2F6b3MhOEOwszcxEGmt3%2BUddroO8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Kita gak tau apa yg terjadi didalam timnas antara pemain dan pelatih, kita percaya aja sama pak ET karena beliau lebih paham dan beliau bkn orang baru di sepakbola",jadi dalam timnas antara main latih percaya sama pak et beliau paham beliau bkn orang baru sepakbola,positif,netral,2025-01-08 10:14:24+00:00,7022687426653717505,r_masss,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457485925569807111,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/90af6881763bf93a2bb6bf29796d0a76~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=16155431&x-expires=1746176400&x-signature=XKiEbOmuCd%2BW33jF23WpE1hohSQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
"Welcome, kegelapan timnas😹",welcome gelap timnas,positif,netral,2025-01-08 13:41:33+00:00,7374769374953980934,fisyahrpacaroline,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457539298100560641,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/711a8bcb718e02dabea34da9e83bda9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0dcd70f9&x-expires=1746172800&x-signature=68z2zbA8BJXixf4kgkeQ0Nz6hvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
bodo amat,bodo amat,negatif,netral,2025-01-08 11:52:29+00:00,7128000339341001730,endil87,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457511210053862145,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4d33b3b69a533a292a99efe71e53ac02~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=17d3e820&x-expires=1746176400&x-signature=RRW%2Bz4As1DKgHuBOFySekmA3PRU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
yuuu bisaaa yuuu💪,yuuu bisaaa yuuu,netral,netral,2025-01-08 12:02:57+00:00,6788748540312962049,rerenoyy,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457513862386352913,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/79aa0c72ef571cd38f1f13551689ee0e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cf7ee6f0&x-expires=1746176400&x-signature=CrtAd%2FHaMG7WdaQYho04GqLXYww%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
stiker baru Indonesia gg banget😹😹,stiker baru indonesia gg,netral,netral,2025-01-11 13:02:24+00:00,7047353856427017218,hananzyy23,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458642398171415302,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/11d50c3a2b5f7f78eb506f8345e6945e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fc3f3b91&x-expires=1746172800&x-signature=a6%2ByeCB8ON3%2BQKIzpZ%2FXMOK6l2M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
Coach kasi masuk Thomas poll dia keturunan asli,coach kasi masuk thomas poll turun asli,netral,netral,2025-04-04 05:07:40+00:00,6894520731322024962,zettt250,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7489320189248783122,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e1230c45542923aae0993b00255248d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edc00c41&x-expires=1746172800&x-signature=lcCgc%2BXiI%2BftFOpRwpO2Tc73TqU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
yakin dia head coach?,yakin head coach,netral,netral,2025-01-08 14:42:11+00:00,7082981779628819483,kmbau3,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457554936190239496,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/fe9b94f311ddccea082e238c238fb4c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=337acb13&x-expires=1746172800&x-signature=56SLxlWbt0ijijbewW3l%2F3EiXK8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
pulang sana looo! gw cuma mau sty aja,pulang sana looo cuma mau sty,netral,netral,2025-01-12 04:37:03+00:00,6965818781520610306,yoraletraelleora_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458883257859506952,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/468a60cbe0cdec7fa1a37dac92da6a7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d3a2a3a&x-expires=1746172800&x-signature=yKqBm2wuunAKsY86iStxbBlTo6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"gw heran dah terima aja udah, banyak bet komplen lu, jatuh nya pnypong sty, gw jg nyesek tpi g komen norak kek lu.
klo lu supporter indonesia sejati lu g bklan norak, fomo.",heran terima banyak bet komplen jatuh pnypong sty jg nyesek tpi g komen norak kek klo supporter indonesia sejati g bklan norak fomo,negatif,netral,2025-01-08 11:14:45+00:00,7096859038117790747,zyouskie14,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457501494305784594,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/387e1537b6fe112fd92d8b49d3e8c88d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=376ad91b&x-expires=1746172800&x-signature=4T06T7FwCuM1%2BsQ61Qtm5q5irx0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
balikin sty woyy 😔,balikin sty woyy,negatif,netral,2025-01-10 05:47:54+00:00,7185053622048097282,170_40,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458159427854959378,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9ade0a6e32ba17dc2ec32c1101aa8ce4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5ed14868&x-expires=1746172800&x-signature=Pu8CIjp%2F5U2R0sFtpXBpSA%2Fk9g0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"DIH, N A J I S",dih n a j i s,netral,netral,2025-01-10 16:08:21+00:00,7151386770441061403,shaturnwithstar,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458319281639523090,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1923eb0c97958acd98c35009c353353c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=45583068&x-expires=1746172800&x-signature=kWGBF9MssqJjH46W2mCVCbG4MDw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"saya harap coach nova tetep dibawa sih,biar makin mateng dan bisa latih timnas dimasa mendatang",harap coach nova tetep bawa sihbiar makin mateng latih timnas masa datang,netral,marah,2025-01-08 11:32:43+00:00,6968855858647712769,rakhmat_21,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457506093674070790,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7380f8ec0626bdc3b821fedcc50f7496~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=252f8a16&x-expires=1746176400&x-signature=cmJUUSak%2BiqzXoZdmZv0oyMWHDc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
Asistennya aja analis pelatih terbaik di Eredivisie 🗿,asisten analis latih baik eredivisie,netral,netral,2025-01-09 23:58:11+00:00,6827481340041888770,rioadityarhm_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458069113773392641,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c9150ef543d1af3df02d889630dfbea~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5e1052f8&x-expires=1746172800&x-signature=Gh2Iu%2B9EYaHwr9aZkq9MP5DlIoQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kite kembar 🇲🇾🇧🇩🇮🇳,kite kembar,netral,netral,2025-01-09 00:54:22+00:00,7443904291340092424,johanes_kristianto,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457712652400788229,https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a29684a&x-expires=1746172800&x-signature=7DZto9hg0aqFDqq0kULxMSzQbEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
see you soon,see soon,netral,netral,2025-01-12 04:48:34+00:00,6790884777107424258,gall08.8,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458886265544213255,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c7a6e4567c06bab6a8a6520dc63d3f48~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18155b91&x-expires=1746172800&x-signature=UJz4v4SetkUHGl1ipgfRzemOlkE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
si mantan penjudi melatih timnas kitaa🙃,mantan judi latih timnas kitaa,netral,netral,2025-01-08 14:09:49+00:00,7259574372380820481,kyuta778,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457546611250905864,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ae4cebe59ac66cfbbd48e7ef3bc0ad2a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=68d34295&x-expires=1746172800&x-signature=ozUHyn6okx3PJCcVYYC46yWWULk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
ntah lah kagak yakin,ntah kagak yakin,netral,netral,2025-01-08 18:09:31+00:00,6941336462948844546,mujiriandi49,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457608281097650961,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/80fefe70a06940241a10f6aefe287c1f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5fec1c15&x-expires=1746172800&x-signature=1gduxGAMC7bqSknnx2dO7mf9Tk8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
petrik star😂,trik star,netral,netral,2025-01-08 13:29:19+00:00,7425271041298465798,iyainajawa0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457536188409725703,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e8be718829d7281a151c57adb4f1aefc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=63fac45a&x-expires=1746176400&x-signature=JvmLzeI1mPHuZsMtyld2yWHPb7I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
@SayaReja:Kok malah dia jdi pemain yg di rangkum ? Harusnya kepelatihannya njir,sayarejakok malah jdi main rangkum harus latih njir,netral,netral,2025-01-08 14:17:03+00:00,6903498969096553474,bamiexbonobonoya,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457548459656528648,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/621bd838759f391c26b66bef368e6d57~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=009b6cb0&x-expires=1746172800&x-signature=DDcRu%2F4p1loWf5P05XOWzBzR%2Boo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
gatau ah😭,gatau ah,netral,netral,2025-01-08 14:09:35+00:00,6792741260634620929,jerapaholic,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457546543014019848,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ca54535e5aaf2f68a85890f14af33a7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=532d5d2f&x-expires=1746172800&x-signature=cyoR%2BgXEx0N%2FVlt3FuvcyXdbPZg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
Sty tetap di hati well ther,sty tetap hati well ther,netral,netral,2025-01-08 13:09:10+00:00,6822387354801325058,wahyumi_lestari,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457530943856837393,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eeb6e5b2226b09a18ecdc3a28e84244d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9f2c2d9e&x-expires=1746172800&x-signature=aWi30rwK2vw4I28cW3JMx4yeRFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
gak masuk pidun out 😂,masuk pidun out,negatif,netral,2025-01-08 10:42:04+00:00,6814353940802438146,jlwlrmaa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457493057945584400,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd381048a0b145ab6c8c0793ded298f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8ab42b4f&x-expires=1746176400&x-signature=clMWLEszJGElC5fdCK9foJw1NrQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
welcome area timnas kegelapan,welcome area timnas gelap,positif,netral,2025-01-09 11:40:26+00:00,7217789434795836443,gitaaa.cs25,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457879201551549202,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b296b903a2c7c49331806c7a834a4216~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de56d628&x-expires=1746172800&x-signature=NtazO%2F%2FaTU1URu7hUkUA0fGeUH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🗿🗿,,netral,netral,2025-01-10 06:18:21+00:00,7354245107137250309,ilhamabdula6,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458167149820478214,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/61baa6141f6d9789441776e2b051e383~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d9d613f3&x-expires=1746172800&x-signature=ib1omJWwzmc5PPxLVqlXvQkG80U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
